ClassId,TR,EN
1816,POSSUM,POSSUM
1817,POSTPONE,POSTPONE
1818,POTATO,POTATO
1819,POUR1,POUR1
1820,POUR2,POUR2
1821,POWDER,POWDER
1822,POWER,POWER
1823,PRACTICE,PRACTICE
1824,PRAYER,PRAYER
1825,PREACHER,PREACHER
1826,PRECIOUS,PRECIOUS
1827,PREDICT,PREDICT
1828,PREFER,PREFER
1829,PREGNANT,PREGNANT
1830,PRESIDENT,PRESIDENT
1831,PRESS,PRESS
1832,PRESSINMIND,PRESSINMIND
1833,PRETEND,PRETEND
1834,PRETTY,PRETTY
1835,PRICE,PRICE
1836,PRIDE,PRIDE
1837,PRIEST,PRIEST
1838,PRINCE,PRINCE
1839,PRINCIPAL,PRINCIPAL
1840,PRINT,PRINT
1841,PRIORITY,PRIORITY
1842,PRISON,PRISON
1843,PROBLEM1,PROBLEM1
1844,PROBLEM2,PROBLEM2
1845,PROCESS,PROCESS
1846,PRODUCESIGN,PRODUCESIGN
1847,PROFOUNDLYDEAF,PROFOUNDLYDEAF
1848,PROGRAM,PROGRAM
1849,PROJECT,PROJECT
1850,PROMISE,PROMISE
1851,PROMOTE,PROMOTE
1852,PROOF,PROOF
1853,PROPELLER,PROPELLER
1854,PROPOSE,PROPOSE
1855,PROTECTION,PROTECTION
1856,PROTEST,PROTEST
1857,PROVIDE,PROVIDE
1858,PROXIMALIZATION,PROXIMALIZATION
1859,PSYCHOLOGIST,PSYCHOLOGIST
1860,PSYCHOLOGY,PSYCHOLOGY
1861,PUBLIC,PUBLIC
1862,PULL,PULL
1863,PULLCONVINCE,PULLCONVINCE
1864,PUMPKIN,PUMPKIN
1865,PUNCHFACE,PUNCHFACE
1866,PUNISH,PUNISH
1867,PURPLE,PURPLE
1868,PUSH,PUSH
1869,PUT,PUT
1870,PUTASIDE,PUTASIDE
1871,PUTINBACKMIND,PUTINBACKMIND
1872,PUZZLED,PUZZLED
1873,QM,QM
1874,QTIP,QTIP
1875,QUALITY,QUALITY
1876,QUARTER,QUARTER
1877,QUEEN,QUEEN
1878,QUIET,QUIET
1879,QUIT,QUIT
1880,RABBIT1,RABBIT1
1881,RABBIT2,RABBIT2
1882,RACE,RACE
1883,RACECARTRACK,RACECARTRACK
1884,RADIO,RADIO
1885,RAIN,RAIN
1886,RAINBOW,RAINBOW
1887,RAISIN,RAISIN
1888,RAKE,RAKE
1889,RANGE,RANGE
1890,RAT,RAT
1891,RAZOR1,RAZOR1
1892,RAZOR2,RAZOR2
1893,REACH,REACH
1894,REACT,REACT
1895,READ,READ
1896,READY,READY
1897,REALLY,REALLY
1898,REALLYINTO,REALLYINTO
1899,REALSICK,REALSICK
1900,REASON,REASON
1901,RECENT1,RECENT1
1902,RECENT2,RECENT2
1903,RECITE,RECITE
1904,RECORD,RECORD
1905,RECORDING,RECORDING
1906,RED,RED
1907,REDFACED,REDFACED
1908,REDUCE,REDUCE
1909,REFLECT,REFLECT
1910,REFRIGERATOR,REFRIGERATOR
1911,REFUSE,REFUSE
1912,REGISTER,REGISTER
1913,REGULAR,REGULAR
1914,RELATIONSHIP,RELATIONSHIP
1915,RELAX1,RELAX1
1916,RELAX2,RELAX2
1917,RELEASE,RELEASE
1918,RELIEF,RELIEF
1919,RELIGION,RELIGION
1920,REMEMBER1,REMEMBER1
1921,REMEMBER2,REMEMBER2
1922,REMIND,REMIND
1923,REMOTECONTROL,REMOTECONTROL
1924,REMOVE,REMOVE
1925,REPLACE,REPLACE
1926,REQUEST,REQUEST
1927,RESCUE,RESCUE
1928,RESEARCH1,RESEARCH1
1929,RESEARCH2,RESEARCH2
1930,RESENT,RESENT
1931,RESIGN,RESIGN
1932,RESIST,RESIST
1933,RESPECT,RESPECT
1934,RESPONSIBILITY,RESPONSIBILITY
1935,REST,REST
1936,RESTALLDAY,RESTALLDAY
1937,RESTAURANT,RESTAURANT
1938,RESTLESS,RESTLESS
1939,RESULT,RESULT
1940,RETIRE,RETIRE
1941,RETRIEVE,RETRIEVE
1942,REVENGE,REVENGE
1943,RHINO1,RHINO1
1944,RHINO2,RHINO2
1945,RHINO3,RHINO3
1946,RIBBONAWARD,RIBBONAWARD
1947,RICH,RICH
1948,RIDE1,RIDE1
1949,RIDE2,RIDE2
1950,RIGHT1,RIGHT1
1951,RIGHT2,RIGHT2
1952,RIGHT3,RIGHT3
1953,RING,RING
1954,RISK,RISK
1955,RIVER1,RIVER1
1956,RIVER2,RIVER2
1957,ROAD,ROAD
1958,ROAR1,ROAR1
1959,ROAR2,ROAR2
1960,ROAST,ROAST
1961,ROB,ROB
1962,ROBOT,ROBOT
1963,ROCK,ROCK
1964,ROCKET1,ROCKET1
1965,ROCKET2,ROCKET2
1966,ROCKINGCHAIR1,ROCKINGCHAIR1
1967,ROCKINGCHAIR2,ROCKINGCHAIR2
1968,ROLE,ROLE
1969,ROLL,ROLL
1970,ROLLERBLADING,ROLLERBLADING
1971,ROLLERSKATING,ROLLERSKATING
1972,ROLLUPSLEEVES,ROLLUPSLEEVES
1973,ROOF,ROOF
1974,ROOM,ROOM
1975,ROOMMATE,ROOMMATE
1976,ROOSTER,ROOSTER
1977,ROPE,ROPE
1978,ROSE,ROSE
1979,ROUGH,ROUGH
1980,ROW,ROW
1981,RUDE,RUDE
1982,RUIN,RUIN
1983,RULE,RULE
1984,RULER,RULER
1985,RUN1,RUN1
1986,RUN2,RUN2
1987,RUNFAUCET,RUNFAUCET
1988,RUNOUTOF,RUNOUTOF
1989,RUSH,RUSH
1990,RUSSIA,RUSSIA
1991,SAD,SAD
1992,SAFE,SAFE
1993,SAIL1,SAIL1
1994,SAIL2,SAIL2
1995,SAILBOAT,SAILBOAT
1996,SALAD,SALAD
1997,SALT,SALT
1998,SALTSHAKER,SALTSHAKER
1999,SAME1,SAME1
2000,SAME2,SAME2
2001,SAMESAME,SAMESAME
2002,SAMETIME,SAMETIME
2003,SANDALS,SANDALS
2004,SANDWICH1,SANDWICH1
2005,SANDWICH2,SANDWICH2
2006,SANDWICH3,SANDWICH3
2007,SANDWICH4,SANDWICH4
2008,SANTA,SANTA
2009,SARCASTIC,SARCASTIC
2010,SATURDAY,SATURDAY
2011,SAUCE,SAUCE
2012,SAUSAGE,SAUSAGE
2013,SAVE,SAVE
2014,SAVEMONEY,SAVEMONEY
2015,SAW1,SAW1
2016,SAW2,SAW2
2017,SAXOPHONE,SAXOPHONE
2018,SCAN,SCAN
2019,SCARCELY,SCARCELY
2020,SCARED,SCARED
2021,SCARF1,SCARF1
2022,SCARF2,SCARF2
2023,SCARF3,SCARF3
2024,SCARF4,SCARF4
2025,SCARMEMORY,SCARMEMORY
2026,SCHOOL,SCHOOL
2027,SCIENCE,SCIENCE
2028,SCIENTIST,SCIENTIST
2029,SCISSORS,SCISSORS
2030,SCOLD,SCOLD
2031,SCOOP,SCOOP
2032,SCORE,SCORE
2033,SCOUT,SCOUT
2034,SCRATCH,SCRATCH
2035,SCREAM,SCREAM
2036,SCREWDRIVER1,SCREWDRIVER1
2037,SCREWDRIVER2,SCREWDRIVER2
2038,SCREWDRIVER3,SCREWDRIVER3
2039,SCRIPT,SCRIPT
2040,SCROLLDOWN,SCROLLDOWN
2041,SCRUB,SCRUB
2042,SCULPT,SCULPT
2043,SCULPTURE,SCULPTURE
2044,SEAL,SEAL
2045,SECRET,SECRET
2046,SECRETARY,SECRETARY
2047,SEE,SEE
2048,SEEM,SEEM
2049,SEESEE,SEESEE
2050,SELECT,SELECT
2051,SELF,SELF
2052,SELL,SELL
2053,SENATE,SENATE
2054,SEND,SEND
2055,SENIORCITIZEN,SENIORCITIZEN
2056,SENSITIVE,SENSITIVE
2057,SENTENCE1,SENTENCE1
2058,SENTENCE2,SENTENCE2
2059,SEQUENCE,SEQUENCE
2060,SERIOUS,SERIOUS
2061,SERVE1,SERVE1
2062,SERVE2,SERVE2
2063,SETUP,SETUP
2064,SEVEN,SEVEN
2065,SEVERAL,SEVERAL
2066,SEW,SEW
2067,SHAKE1,SHAKE1
2068,SHAKE2,SHAKE2
2069,SHAKESPEARE,SHAKESPEARE
2070,SHAME,SHAME
2071,SHAMEONYOU,SHAMEONYOU
2072,SHAMPOO,SHAMPOO
2073,SHAPE,SHAPE
2074,SHARE,SHARE
2075,SHARK1,SHARK1
2076,SHARK2,SHARK2
2077,SHARP1,SHARP1
2078,SHARP2,SHARP2
2079,SHARPEN1,SHARPEN1
2080,SHARPEN2,SHARPEN2
2081,SHARPEN3,SHARPEN3
2082,SHAVE1,SHAVE1
2083,SHAVE2,SHAVE2
2084,SHAVE3,SHAVE3
2085,SHAVE4,SHAVE4
2086,SHAVE5,SHAVE5
2087,SHEEP,SHEEP
2088,SHELF,SHELF
2089,SHIELD,SHIELD
2090,SHINY,SHINY
2091,SHIRT1,SHIRT1
2092,SHIRT2,SHIRT2
2093,SHOCKED,SHOCKED
2094,SHOES,SHOES
2095,SHOOT1,SHOOT1
2096,SHOOT2,SHOOT2
2097,SHOOTING,SHOOTING
2098,SHOP1,SHOP1
2099,SHOP2,SHOP2
2100,SHORTDISTANCE,SHORTDISTANCE
2101,SHORTPERSON,SHORTPERSON
2102,SHORTS,SHORTS
2103,SHORTWORD,SHORTWORD
2104,SHOT,SHOT
2105,SHOULD,SHOULD
2106,SHOULDER1,SHOULDER1
2107,SHOULDER2,SHOULDER2
2108,SHOULDER3,SHOULDER3
2109,SHOUT1,SHOUT1
2110,SHOUT2,SHOUT2
2111,SHOVEL1,SHOVEL1
2112,SHOVEL2,SHOVEL2
2113,SHOW,SHOW
2114,SHOWER,SHOWER
2115,SHRIMP,SHRIMP
2116,SHUTOUT,SHUTOUT
2117,SHY,SHY
2118,SICK,SICK
2119,SIDE,SIDE
2120,SIDEBURNS,SIDEBURNS
2121,SIGN,SIGN
2122,SIGNATURE,SIGNATURE
2123,SIGNINGFLUENTLY,SIGNINGFLUENTLY
2124,SIGNLANGUAGE,SIGNLANGUAGE
2125,SIGNPAPER,SIGNPAPER
2126,SILLY,SILLY
2127,SILVER,SILVER
2128,SINCE,SINCE
2129,SING,SING
2130,SINGLE,SINGLE
2131,SINGLEOUT,SINGLEOUT
2132,SINK,SINK
2133,SIREN,SIREN
2134,SISTER,SISTER
2135,SIT,SIT
2136,SITUATION,SITUATION
2137,SIX,SIX
2138,SKATE,SKATE
2139,SKATEBOARDING1,SKATEBOARDING1
2140,SKATEBOARDING2,SKATEBOARDING2
2141,SKATEBOARDING3,SKATEBOARDING3
2142,SKI,SKI
2143,SKI-CA,SKI-CA
2144,SKILL,SKILL
2145,SKIN,SKIN
2146,SKIRT,SKIRT
2147,SKUNK,SKUNK
2148,SLAVE,SLAVE
2149,SLED1,SLED1
2150,SLED2,SLED2
2151,SLEEP,SLEEP
2152,SLICE1,SLICE1
2153,SLICE2,SLICE2
2154,SLICE3,SLICE3
2155,SLICE4,SLICE4
2156,SLIDE1,SLIDE1
2157,SLIDE2,SLIDE2
2158,SLINGSHOT,SLINGSHOT
2159,SLIP1,SLIP1
2160,SLIP2,SLIP2
2161,SLIPPER,SLIPPER
2162,SLOW,SLOW
2163,SMALL,SMALL
2164,SMART,SMART
2165,SMELL,SMELL
2166,SMELLMONEY,SMELLMONEY
2167,SMILE1,SMILE1
2168,SMILE2,SMILE2
2169,SMOKE,SMOKE
2170,SMOKING,SMOKING
2171,SMOOTH,SMOOTH
2172,SNAIL,SNAIL
2173,SNAKE,SNAKE
2174,SNAP,SNAP
2175,SNAPSTICK,SNAPSTICK
2176,SNEAKADVENTURE,SNEAKADVENTURE
2177,SNEEZE1,SNEEZE1
2178,SNEEZE2,SNEEZE2
2179,SNOB,SNOB
2180,SNORKEL,SNORKEL
2181,SNOW1,SNOW1
2182,SNOW2,SNOW2
2183,SNOWBOARD,SNOWBOARD
2184,SNOWMAN,SNOWMAN
2185,SNOWSUIT,SNOWSUIT
2186,SO,SO
2187,SOAP1,SOAP1
2188,SOAP2,SOAP2
2189,SOCCER1,SOCCER1
2190,SOCCER2,SOCCER2
2191,SOCIAL,SOCIAL
2192,SOCIALIZE,SOCIALIZE
2193,SOCIETY,SOCIETY
2194,SOCKS,SOCKS
2195,SODA,SODA
2196,SOFA,SOFA
2197,SOFT,SOFT
2198,SOFTBALL,SOFTBALL
2199,SOME,SOME
2200,SOMERSAULT1,SOMERSAULT1
2201,SOMERSAULT2,SOMERSAULT2
2202,SOMERSAULT3,SOMERSAULT3
2203,SOMETHING,SOMETHING
2204,SOMETIMES,SOMETIMES
2205,SON,SON
2206,SOON1,SOON1
2207,SOON2,SOON2
2208,SOPHISTICATED,SOPHISTICATED
2209,SOPHOMORE,SOPHOMORE
2210,SORRY,SORRY
2211,SOUND,SOUND
2212,SOUP,SOUP
2213,SOUR,SOUR
2214,SOUTH,SOUTH
2215,SOW,SOW
2216,SPACE,SPACE
2217,SPACESHIP,SPACESHIP
2218,SPAGHETTI,SPAGHETTI
2219,SPAIN,SPAIN
2220,SPEAKERS,SPEAKERS
2221,SPECIAL1,SPECIAL1
2222,SPECIAL2,SPECIAL2
2223,SPECIALIST,SPECIALIST
2224,SPECIFIC,SPECIFIC
2225,SPEND,SPEND
2226,SPENDLOTSOFMONEY,SPENDLOTSOFMONEY
2227,SPICY,SPICY
2228,SPIDER,SPIDER
2229,SPILL1,SPILL1
2230,SPILL2,SPILL2
2231,SPITOUT,SPITOUT
2232,SPLASH-CA,SPLASH-CA
2233,SPONTANEOUS,SPONTANEOUS
2234,SPOON,SPOON
2235,SPORTS,SPORTS
2236,SPOTSOMETHING,SPOTSOMETHING
2237,SPREAD1,SPREAD1
2238,SPREAD2,SPREAD2
2239,SPREAD3,SPREAD3
2240,SPRING,SPRING
2241,SQUARE,SQUARE
2242,SQUAREIDIOT,SQUAREIDIOT
2243,SQUEEZE,SQUEEZE
2244,SQUIRREL,SQUIRREL
2245,SSHH,SSHH
2246,STACK1,STACK1
2247,STACK2,STACK2
2248,STACK3,STACK3
2249,STACK4,STACK4
2250,STADIUM,STADIUM
2251,STAFF,STAFF
2252,STAIRS,STAIRS
2253,STAMP1,STAMP1
2254,STAMP2,STAMP2
2255,STAMP3,STAMP3
2256,STAND-UP,STAND-UP
2257,STAND1,STAND1
2258,STAND2,STAND2
2259,STAPLER,STAPLER
2260,STAR,STAR
2261,STARBUCKS,STARBUCKS
2262,STARE,STARE
2263,STARS,STARS
2264,START,START
2265,STATE,STATE
2266,STAY,STAY
2267,STAYAWAKE24HRS,STAYAWAKE24HRS
2268,STEAK,STEAK
2269,STEAL,STEAL
2270,STEAM,STEAM
2271,STEP,STEP
2272,STETHOSCOPE1,STETHOSCOPE1
2273,STETHOSCOPE2,STETHOSCOPE2
2274,STETHOSCOPE3,STETHOSCOPE3
2275,STETHOSCOPE4,STETHOSCOPE4
2276,STICKY,STICKY
2277,STILL,STILL
2278,STIMULATE,STIMULATE
2279,STING,STING
2280,STINK,STINK
2281,STIR,STIR
2282,STOCKINGS,STOCKINGS
2283,STOMACH,STOMACH
2284,STOP,STOP
2285,STOPWATCH,STOPWATCH
2286,STORY1,STORY1
2287,STORY2,STORY2
2288,STORY3,STORY3
2289,STRAIGHT,STRAIGHT
2290,STRAIN1,STRAIN1
2291,STRAIN2,STRAIN2
2292,STRANGE,STRANGE
2293,STRANGLE,STRANGLE
2294,STRAW,STRAW
2295,STRAWBERRY1,STRAWBERRY1
2296,STRAWBERRY2,STRAWBERRY2
2297,STRAWBERRY3,STRAWBERRY3
2298,STRAWBERRY4,STRAWBERRY4
2299,STREET,STREET
2300,STRESS,STRESS
2301,STRETCH-CA,STRETCH-CA
2302,STRETCH1,STRETCH1
2303,STRETCH2,STRETCH2
2304,STRICT,STRICT
2305,STRING,STRING
2306,STRIPE,STRIPE
2307,STRONG,STRONG
2308,STRUCTURE,STRUCTURE
2309,STRUGGLE,STRUGGLE
2310,STUBBORN,STUBBORN
2311,STUCK,STUCK
2312,STUDENT,STUDENT
2313,STUDY,STUDY
2314,STUMBLE,STUMBLE
2315,STUPID1,STUPID1
2316,STUPID2,STUPID2
2317,SUBTRACT,SUBTRACT
2318,SUCK,SUCK
2319,SUCKTHUMB,SUCKTHUMB
2320,SUIT,SUIT
2321,SUMMARIZE,SUMMARIZE
2322,SUMMER,SUMMER
2323,SUMMON,SUMMON
2324,SUN,SUN
2325,SUNBATHE1,SUNBATHE1
2326,SUNBATHE2,SUNBATHE2
2327,SUNDAY,SUNDAY
2328,SUNRISE,SUNRISE
2329,SUNSET,SUNSET
2330,SUPERIOR,SUPERIOR
2331,SUPERVISE,SUPERVISE
2332,SUPERVISOR,SUPERVISOR
2333,SUPPORT1,SUPPORT1
2334,SUPPORT2,SUPPORT2
2335,SURE,SURE
2336,SURF,SURF
2337,SURGEON,SURGEON
2338,SURGERY,SURGERY
2339,SURPRISE,SURPRISE
2340,SUSHI,SUSHI
2341,SUSPECT,SUSPECT
2342,SUSPEND,SUSPEND
2343,SUSPENDERS1,SUSPENDERS1
2344,SUSPENDERS2,SUSPENDERS2
2345,SWALLOW,SWALLOW
2346,SWEARIN,SWEARIN
2347,SWEAT,SWEAT
2348,SWEATER1,SWEATER1
2349,SWEATER2,SWEATER2
2350,SWEATER3,SWEATER3
2351,SWEATPANTS,SWEATPANTS
2352,SWEATSHIRT,SWEATSHIRT
2353,SWEEP,SWEEP
2354,SWEET,SWEET
2355,SWEETHEART,SWEETHEART
2356,SWIM1,SWIM1
2357,SWIM2,SWIM2
2358,SWING1,SWING1
2359,SWING2,SWING2
2360,SWITZERLAND,SWITZERLAND
2361,SWORD,SWORD
2362,SYMPATHY,SYMPATHY
2363,SYSTEM,SYSTEM
2364,TABLE,TABLE
2365,TABLET,TABLET
2366,TAIL1,TAIL1
2367,TAIL2,TAIL2
2368,TAKE,TAKE
2369,TAKECARE,TAKECARE
2370,TAKENOTES,TAKENOTES
2371,TAKEOFF1,TAKEOFF1
2372,TAKEOFF2,TAKEOFF2
2373,TAKEPILL,TAKEPILL
2374,TALK1,TALK1
2375,TALK2,TALK2
2376,TALKDIRTY,TALKDIRTY
2377,TALL1,TALL1
2378,TALL2,TALL2
2379,TAN,TAN
2380,TANKTOP,TANKTOP
2381,TAPE,TAPE
2382,TASTE,TASTE
2383,TEA,TEA
2384,TEACH1,TEACH1
2385,TEACH2,TEACH2
2386,TEACHER,TEACHER
2387,TEAM,TEAM
2388,TEAR,TEAR
2389,TEARRIP1,TEARRIP1
2390,TEARRIP2,TEARRIP2
2391,TEASE,TEASE
2392,TECHNOLOGY,TECHNOLOGY
2393,TEENAGER,TEENAGER
2394,TEETH,TEETH
2395,TELL,TELL
2396,TEMPERBLOWUP,TEMPERBLOWUP
2397,TEMPORARY,TEMPORARY
2398,TEMPTATION,TEMPTATION
2399,TENDENCY,TENDENCY
2400,TENDYOUR,TENDYOUR
2401,TENNIS,TENNIS
2402,TENT,TENT
2403,TEST,TEST
2404,TEXT,TEXT
2405,THAN,THAN
2406,THANKSGIVING,THANKSGIVING
2407,THANKYOU,THANKYOU
2408,THAT,THAT
2409,THEATRE,THEATRE
2410,THEN,THEN
2411,THEORY,THEORY
2412,THERAPY,THERAPY
2413,THERE,THERE
2414,THERMOMETER,THERMOMETER
2415,THESE,THESE
2416,THEY1,THEY1
2417,THEY2,THEY2
2418,THIEF1,THIEF1
2419,THIEF2,THIEF2
2420,THIN,THIN
2421,THINGS,THINGS
2422,THINK,THINK
2423,THINKCHIN,THINKCHIN
2424,THINKCONNECT,THINKCONNECT
2425,THINKEXPAND,THINKEXPAND
2426,THINKOBSESS,THINKOBSESS
2427,THINKOVER,THINKOVER
2428,THINKPENETRATE,THINKPENETRATE
2429,THINKPONDER,THINKPONDER
2430,THIRD1,THIRD1
2431,THIRD2,THIRD2
2432,THIRSTY,THIRSTY
2433,THIS/IT,THIS/IT
2434,THOUGHTDISAPPEAR,THOUGHTDISAPPEAR
2435,THREE,THREE
2436,THRILLED,THRILLED
2437,THROW1,THROW1
2438,THROW2,THROW2
2439,THROWAWAY,THROWAWAY
2440,THUNDER,THUNDER
2441,THURSDAY,THURSDAY
2442,TICKET,TICKET
2443,TICKLE,TICKLE
2444,TIE1,TIE1
2445,TIE2,TIE2
2446,TIEUP1,TIEUP1
2447,TIEUP2,TIEUP2
2448,TIGER,TIGER
2449,TIME,TIME
2450,TIMEOUT,TIMEOUT
2451,TIMEPROGRESS,TIMEPROGRESS
2452,TIMETOTIME,TIMETOTIME
2453,TINY,TINY
2454,TIRED,TIRED
2455,TIREDOF,TIREDOF
2456,TISSUE,TISSUE
2457,TO,TO
2458,TOAGOAL,TOAGOAL
2459,TOAST,TOAST
2460,TOBACCO,TOBACCO
2461,TODAY,TODAY
2462,TOGETHER,TOGETHER
2463,TOILET,TOILET
2464,TOMATO,TOMATO
2465,TOMORROW,TOMORROW
2466,TONGUE,TONGUE
2467,TOOMUCH,TOOMUCH
2468,TOOTHBRUSH,TOOTHBRUSH
2469,TOOTHBRUSH-CA,TOOTHBRUSH-CA
2470,TOP,TOP
2471,TOPIC,TOPIC
2472,TORNADO,TORNADO
2473,TOSS,TOSS
2474,TOSSOUT,TOSSOUT
2475,TOTAL,TOTAL
2476,TOUCH,TOUCH
2477,TOUGH,TOUGH
2478,TOURNAMENT,TOURNAMENT
2479,TOW1,TOW1
2480,TOW2,TOW2
2481,TOW3,TOW3
2482,TOWEL,TOWEL
2483,TOY1,TOY1
2484,TOY2,TOY2
2485,TOY3,TOY3
2486,TRACTOR,TRACTOR
2487,TRADITION,TRADITION
2488,TRAFFIC,TRAFFIC
2489,TRAIN,TRAIN
2490,TRANSFER,TRANSFER
2491,TRANSGENDER,TRANSGENDER
2492,TRANSLATE,TRANSLATE
2493,TRASH,TRASH
2494,TRAVEL,TRAVEL
2495,TREE,TREE
2496,TRIANGLE,TRIANGLE
2497,TRIM1,TRIM1
2498,TRIM2,TRIM2
2499,TRIP1,TRIP1
2500,TRIP2,TRIP2
2501,TRIPLE,TRIPLE
2502,TROPHY,TROPHY
2503,TROUBLE,TROUBLE
2504,TRUCK1,TRUCK1
2505,TRUCK2,TRUCK2
2506,TRUE,TRUE
2507,TRUEBUSINESS,TRUEBUSINESS
2508,TRUTH,TRUTH
2509,TRY,TRY
2510,TTY,TTY
2511,TUBE,TUBE
2512,TUBETOP,TUBETOP
2513,TUESDAY,TUESDAY
2514,TURBAN,TURBAN
2515,TURKEY1,TURKEY1
2516,TURKEY2,TURKEY2
2517,TURN,TURN
2518,TURNAROUND,TURNAROUND
2519,TURNKEY,TURNKEY
2520,TURTLE,TURTLE
2521,TV,TV
2522,TWINS1,TWINS1
2523,TWINS2,TWINS2
2524,TWIRL,TWIRL
2525,TWO,TWO
2526,TWOMORE,TWOMORE
2527,TWOOFUS,TWOOFUS
2528,TWOWEEKS,TWOWEEKS
2529,TYPE1,TYPE1
2530,TYPE2,TYPE2
2531,UDDER,UDDER
2532,UGLY,UGLY
2533,UMBRELLA,UMBRELLA
2534,UNAWARE,UNAWARE
2535,UNCERTAIN,UNCERTAIN
2536,UNCLE,UNCLE
2537,UNDER,UNDER
2538,UNDERGRADUATE,UNDERGRADUATE
2539,UNDERSTAND,UNDERSTAND
2540,UNDERWEAR1,UNDERWEAR1
2541,UNDERWEAR2,UNDERWEAR2
2542,UNICORN,UNICORN
2543,UNIQUE,UNIQUE
2544,UNIVERSE,UNIVERSE
2545,UNIVERSITY,UNIVERSITY
2546,UNTIL,UNTIL
2547,UP,UP
2548,UPLOAD,UPLOAD
2549,UPSET1,UPSET1
2550,UPSET2,UPSET2
2551,US,US
2552,USE,USE
2553,VACATION,VACATION
2554,VACUUM,VACUUM
2555,VAGINA,VAGINA
2556,VAIN,VAIN
2557,VALIDATE,VALIDATE
2558,VALLEY,VALLEY
2559,VALUE,VALUE
2560,VAMPIRE,VAMPIRE
2561,VANILLA,VANILLA
2562,VANISH,VANISH
2563,VASE,VASE
2564,VEGETABLE,VEGETABLE
2565,VERB,VERB
2566,VERY,VERY
2567,VERYINTERESTED,VERYINTERESTED
2568,VEST,VEST
2569,VIBRATE,VIBRATE
2570,VIDEOCAMERA1,VIDEOCAMERA1
2571,VIDEOCAMERA2,VIDEOCAMERA2
2572,VIDEOGAME,VIDEOGAME
2573,VIDEOPHONE,VIDEOPHONE
2574,VIEW,VIEW
2575,VILLAGE,VILLAGE
2576,VIOLIN,VIOLIN
2577,VISION,VISION
2578,VISIT,VISIT
2579,VISITOR,VISITOR
2580,VISUALIZE,VISUALIZE
2581,VITAMINS,VITAMINS
2582,VLOG,VLOG
2583,VOCABULARY,VOCABULARY
2584,VOICE,VOICE
2585,VOLLEYBALL,VOLLEYBALL
2586,VOLUNTEER,VOLUNTEER
2587,VOMIT,VOMIT
2588,VOTE,VOTE
2589,W.H.A.T,W.H.A.T
2590,WADE1,WADE1
2591,WADE2,WADE2
2592,WAIT,WAIT
2593,WAITER,WAITER
2594,WALK-TIGHTROPE-CL,WALK-TIGHTROPE-CL
2595,WALK1,WALK1
2596,WALK2,WALK2
2597,WALL,WALL
2598,WALLET,WALLET
2599,WALRUS,WALRUS
2600,WAND,WAND
2601,WANDER,WANDER
2602,WANT1,WANT1
2603,WANT2,WANT2
2604,WAR,WAR
2605,WARM,WARM
2606,WARN,WARN
2607,WASH1,WASH1
2608,WASH2,WASH2
2609,WASHDISHES,WASHDISHES
2610,WASHFACE1,WASHFACE1
2611,WASHFACE2,WASHFACE2
2612,WASHHANDS,WASHHANDS
2613,WASHMACHINE,WASHMACHINE
2614,WASTE,WASTE
2615,WATCH,WATCH
2616,WATER,WATER
2617,WATERDROP,WATERDROP
2618,WATERSKI,WATERSKI
2619,WAVE,WAVE
2620,WAY,WAY
2621,WE,WE
2622,WEAK,WEAK
2623,WEAR,WEAR
2624,WEATHER,WEATHER
2625,WEAVE,WEAVE
2626,WEDDING,WEDDING
2627,WEDNESDAY,WEDNESDAY
2628,WEEK,WEEK
2629,WEEKEND,WEEKEND
2630,WEIGH,WEIGH
2631,WEIGHT,WEIGHT
2632,WEIRD,WEIRD
2633,WELCOME1,WELCOME1
2634,WELCOME2,WELCOME2
2635,WELL,WELL
2636,WEST,WEST
2637,WET,WET
2638,WEWILLSEE,WEWILLSEE
2639,WHALE,WHALE
2640,WHAT1,WHAT1
2641,WHAT2,WHAT2
2642,WHATEVER,WHATEVER
2643,WHATFOR1,WHATFOR1
2644,WHATFOR2,WHATFOR2
2645,WHATFOR3,WHATFOR3
2646,WHEEL,WHEEL
2647,WHEELBARROW,WHEELBARROW
2648,WHEELCHAIR,WHEELCHAIR
2649,WHEN,WHEN
2650,WHERE,WHERE
2651,WHICH,WHICH
2652,WHILE,WHILE
2653,WHIP,WHIP
2654,WHISPER,WHISPER
2655,WHISTLE1,WHISTLE1
2656,WHISTLE2,WHISTLE2
2657,WHITE,WHITE
2658,WHITEPERSON,WHITEPERSON
2659,WHO,WHO
2660,WHOLE,WHOLE
2661,WHY,WHY
2662,WHYNOT,WHYNOT
2663,WIDE,WIDE
2664,WIFE,WIFE
2665,WILL,WILL
2666,WILLGO,WILLGO
2667,WIN,WIN
2668,WIND,WIND
2669,WINDMILL1,WINDMILL1
2670,WINDMILL2,WINDMILL2
2671,WINDMILL3,WINDMILL3
2672,WINDOW,WINDOW
2673,WINDOWOPEN,WINDOWOPEN
2674,WINDY,WINDY
2675,WINE,WINE
2676,WINK,WINK
2677,WINTER,WINTER
2678,WISE,WISE
2679,WISH,WISH
2680,WITCH1,WITCH1
2681,WITCH2,WITCH2
2682,WITH,WITH
2683,WITHOUT,WITHOUT
2684,WOLF,WOLF
2685,WOMAN1,WOMAN1
2686,WOMAN2,WOMAN2
2687,WONDER,WONDER
2688,WOOD,WOOD
2689,WORD,WORD
2690,WORK,WORK
2691,WORKOUT,WORKOUT
2692,WORKSHOP,WORKSHOP
